encounter_id,boss_name,zone_name,difficulty,difficulty_label,best_kill_seconds,avg_kill_seconds,total_kills,first_kill_date,latest_kill_date,best_kill_mm_ss
2921,The Silken Court,Manaforge Omega,5,Mythic,232,232.0,1,2026-01-26,2026-01-26,3m 52s
2540,"Dausegne, the Fallen Oracle",Sepulcher of the First Ones,3,Normal,181,197.0,3,2022-03-06,2022-03-16,3m 01s
3016,Chrome King Gallywix,Manaforge Omega,5,Mythic,172,172.0,1,2026-01-26,2026-01-26,2m 52s
2614,Broodkeeper Diurna,Vault of the Incarnates,3,Normal,245,348.6666666666667,6,2022-12-18,2024-04-29,4m 05s
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,205,261.0,5,2021-08-08,2021-09-02,3m 25s
3122,The Soul Hunters,Manaforge Omega,3,Normal,159,200.66666666666666,3,2025-08-13,2025-11-23,2m 39s
2688,"Kazzara, the Hellforged","Aberrus, the Shadowed Crucible",4,Heroic,116,168.35714285714286,14,2023-05-15,2024-06-12,1m 56s
2683,Magmorax,"Aberrus, the Shadowed Crucible",5,Mythic,330,330.0,1,2023-07-26,2023-07-26,5m 30s
2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,86,122.75,4,2023-11-15,2024-05-08,1m 26s
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,218,300.64285714285717,14,2021-07-12,2022-08-31,3m 38s
2820,Gnarlroot,Vault of the Incarnates,4,Heroic,134,134.0,1,2024-08-19,2024-08-19,2m 14s
2544,Prototype Pantheon,Sepulcher of the First Ones,4,Heroic,207,265.3333333333333,9,2022-03-13,2022-09-12,3m 27s
2677,Fyrakk the Blazing,"Amirdrassil, the Dream's Hope",3,Normal,251,343.25,4,2023-11-15,2024-05-08,4m 11s
2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,186,288.3,10,2024-09-23,2025-01-13,3m 06s
3016,Chrome King Gallywix,Liberation of Undermine,4,Heroic,275,358.3888888888889,18,2025-03-26,2025-07-30,4m 35s
2549,Rygelon,Sepulcher of the First Ones,4,Heroic,217,305.6666666666667,6,2022-03-28,2022-09-12,3m 37s
2418,Huntsman Altimor,Castle Nathria,4,Heroic,112,255.0,17,2021-01-27,2022-09-14,1m 52s
2731,"Larodar, Keeper of the Flame","Amirdrassil, the Dream's Hope",5,Mythic,311,322.5,2,2024-01-15,2024-01-22,5m 11s
3015,"Mug'Zee, Heads of Security",Liberation of Undermine,5,Mythic,332,332.0,1,2025-07-02,2025-07-02,5m 32s
2824,Smolderon,"Amirdrassil, the Dream's Hope",5,Mythic,418,418.0,1,2024-03-04,2024-03-04,6m 58s
2383,Hungering Destroyer,Castle Nathria,3,Normal,313,313.0,1,2021-01-31,2021-01-31,5m 13s
3133,Fractillus,Manaforge Omega,4,Heroic,177,233.77777777777777,9,2025-08-18,2025-12-01,2m 57s
3306,"Chimaerus, the Undreamt God",VS / DR / MQD,3,Normal,260,305.0,3,2026-03-18,2026-03-25,4m 20s
2546,Anduin Wrynn,Sepulcher of the First Ones,3,Normal,299,438.5,4,2022-03-07,2022-03-30,4m 59s
2824,Smolderon,Vault of the Incarnates,4,Heroic,190,190.0,1,2024-08-19,2024-08-19,3m 10s
3306,"Chimaerus, the Undreamt God",VS / DR / MQD,4,Heroic,310,427.0,4,2026-03-23,2026-04-08,5m 10s
2688,"Kazzara, the Hellforged",Vault of the Incarnates,4,Heroic,95,95.0,1,2024-08-19,2024-08-19,1m 35s
3132,Forgeweaver Araz,Manaforge Omega,5,Mythic,333,358.4,5,2025-09-17,2025-10-15,5m 33s
2544,Prototype Pantheon,Sepulcher of the First Ones,3,Normal,214,238.66666666666666,3,2022-03-06,2022-03-16,3m 34s
2614,Broodkeeper Diurna,Vault of the Incarnates,4,Heroic,256,335.45454545454544,11,2022-12-26,2024-08-19,4m 16s
2423,The Tarragrue,Sanctum of Domination,4,Heroic,147,251.35714285714286,14,2021-07-12,2022-08-31,2m 27s
2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,200,257.0,5,2022-03-06,2022-03-30,3m 20s
2680,"Rashok, the Elder","Aberrus, the Shadowed Crucible",5,Mythic,386,386.0,1,2023-07-17,2023-07-17,6m 26s
2587,Eranog,Vault of the Incarnates,4,Heroic,78,135.16666666666666,12,2022-12-14,2024-08-19,1m 18s
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,360,435.625,8,2021-07-26,2022-08-31,6m 00s
2542,"Skolex, the Insatiable Ravener",Sepulcher of the First Ones,5,Mythic,298,327.0,3,2022-04-11,2022-05-11,4m 58s
2412,The Council of Blood,Castle Nathria,3,Normal,334,351.0,2,2021-01-31,2021-03-25,5m 34s
2418,Huntsman Altimor,Castle Nathria,3,Normal,233,233.0,1,2021-01-31,2021-01-31,3m 53s
2434,Soulrender Dormazain,Sanctum of Domination,5,Mythic,442,442.0,1,2021-09-29,2021-09-29,7m 22s
3132,Forgeweaver Araz,Manaforge Omega,3,Normal,127,191.0,3,2025-08-13,2025-11-23,2m 07s
2683,Magmorax,"Aberrus, the Shadowed Crucible",4,Heroic,147,184.0,7,2023-05-15,2024-06-12,2m 27s
3182,"Belo'ren, Child of Al'ar",VS / DR / MQD,3,Normal,161,161.0,1,2026-04-01,2026-04-01,2m 41s
2898,"Sikran, Captain of the Sureki",Nerub-ar Palace,4,Heroic,123,202.0,14,2024-09-16,2025-01-13,2m 03s
2737,Volcoross,"Amirdrassil, the Dream's Hope",4,Heroic,120,158.36363636363637,11,2023-11-20,2024-06-19,2m 00s
3133,Fractillus,Manaforge Omega,3,Normal,114,197.0,3,2025-08-13,2025-11-23,1m 54s
2709,Igira the Cruel,"Amirdrassil, the Dream's Hope",5,Mythic,285,331.0,7,2023-12-11,2024-05-13,4m 45s
2922,Queen Ansurek,Manaforge Omega,5,Mythic,200,200.0,1,2026-01-26,2026-01-26,3m 20s
2592,"Sennarth, The Cold Breath",Vault of the Incarnates,3,Normal,186,254.33333333333334,6,2022-12-18,2024-04-29,3m 06s
3129,Plexus Sentinel,Manaforge Omega,3,Normal,126,235.0,3,2025-08-13,2025-11-23,2m 06s
2553,Artificer Xy'mox,Sepulcher of the First Ones,3,Normal,275,288.6666666666667,3,2022-03-06,2022-03-16,4m 35s
2423,The Tarragrue,Sanctum of Domination,3,Normal,200,241.5,6,2021-07-07,2021-09-02,3m 20s
