player_name,player_class,total_raids_tracked,raids_present,raids_benched,raids_absent,last_raid_date,first_raid_date,zones_attended,attendance_rate_pct
Kobrakai,DemonHunter,1,1,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Thype,Mage,1,1,0,0,2026-03-18,2026-03-18,"[""VS / DR / MQD""]",100.0
Wogarstorm,Shaman,2,2,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Caterm,Monk,1,1,0,0,2025-03-16,2025-03-16,"[""Liberation of Undermine""]",100.0
Maybrittan,Monk,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Yàdos,Paladin,1,1,0,0,2023-11-20,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Smallmonk,Monk,3,3,0,0,2021-10-06,2021-07-12,"[""Sanctum of Domination""]",100.0
Màssàcro,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Hemerä,Priest,3,3,0,0,2021-02-07,2021-01-31,"[""Castle Nathria""]",100.0
Kitademon,DemonHunter,16,16,0,0,2021-08-23,2021-07-21,"[""Sanctum of Domination""]",100.0
Thaien,Paladin,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Ashyminge,Mage,123,123,0,0,2026-01-20,2024-09-11,"[""Liberation of Undermine"",""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega""]",100.0
Babanerd,Warrior,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Depsik,DeathKnight,1,1,0,0,2024-12-29,2024-12-29,"[""Nerub-ar Palace""]",100.0
Dmonoe,Monk,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Kaof,Hunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Ancientshot,Hunter,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Lyktan,Druid,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Yearningmage,Mage,1,1,0,0,2025-05-04,2025-05-04,"[""Liberation of Undermine""]",100.0
Carbomb,Warlock,1,1,0,0,2021-01-31,2021-01-31,"[""Castle Nathria""]",100.0
Xpactt,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Medra,Warrior,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Páwnz,DeathKnight,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Rwbyrose,Rogue,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Watzlock,Warlock,3,3,0,0,2023-08-09,2023-07-26,"[""Aberrus, the Shadowed Crucible""]",100.0
Gigacodders,DemonHunter,56,56,0,0,2026-04-01,2022-04-11,"[""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Liberation of Undermine"",""VS / DR / MQD"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",100.0
Ðøzen,DeathKnight,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Xifeng,Monk,1,1,0,0,2023-05-21,2023-05-21,"[""Aberrus, the Shadowed Crucible""]",100.0
Louboutin,Paladin,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Momojadsie,Priest,45,45,0,0,2025-06-18,2022-12-14,"[""Liberation of Undermine"",""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible""]",100.0
Karllia,Hunter,11,11,0,0,2025-11-05,2025-10-20,"[""Manaforge Omega""]",100.0
Adsham,Shaman,1,1,0,0,2021-03-28,2021-03-28,"[""Castle Nathria""]",100.0
Krowniel,Hunter,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Jedilol,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Barbossa,DemonHunter,2,2,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Shrukk,Priest,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Ghostrideer,DeathKnight,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Dossoudywoo,Hunter,3,3,0,0,2021-09-03,2021-09-02,"[""Sanctum of Domination""]",100.0
Obsessing,DeathKnight,1,1,0,0,2024-06-12,2024-06-12,"[""Aberrus, the Shadowed Crucible""]",100.0
Lucyinder,Monk,6,6,0,0,2024-06-19,2024-04-24,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",100.0
Kiranura,Hunter,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Zrenak,Shaman,24,24,0,0,2022-03-30,2022-01-10,"[""Sepulcher of the First Ones"",""Sanctum of Domination""]",100.0
Rossbestie,Paladin,3,3,0,0,2021-08-10,2021-07-14,"[""Sanctum of Domination""]",100.0
Roropriest,Priest,9,9,0,0,2025-03-26,2023-07-24,"[""Aberrus, the Shadowed Crucible"",""Liberation of Undermine""]",100.0
Piyan,Monk,24,24,0,0,2025-11-05,2025-08-25,"[""Manaforge Omega""]",100.0
Ferknight,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Hennethy,Paladin,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Kukkaboika,Monk,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Olixbrew,Monk,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Elfiyo,Hunter,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Amoo,Priest,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Grogoordin,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Redvine,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Pomprik,Warlock,7,7,0,0,2021-08-09,2021-07-28,"[""Sanctum of Domination""]",100.0
Gannicùs,Warrior,1,1,0,0,2022-09-12,2022-09-12,"[""Sepulcher of the First Ones""]",100.0
Escm,Monk,10,10,0,0,2022-03-07,2021-11-22,"[""Sanctum of Domination"",""Sepulcher of the First Ones""]",100.0
Surgedealer,Druid,2,2,0,0,2023-06-04,2023-05-15,"[""Aberrus, the Shadowed Crucible""]",100.0
Shrekhulk,Warrior,1,1,0,0,2025-07-06,2025-07-06,"[""Liberation of Undermine""]",100.0
Detective,Hunter,4,4,0,0,2025-07-30,2025-05-25,"[""Liberation of Undermine""]",100.0
Elpudde,Shaman,1,1,0,0,2025-09-14,2025-09-14,"[""Manaforge Omega""]",100.0
Drunkula,DeathKnight,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Shamily,Shaman,1,1,0,0,2023-05-28,2023-05-28,"[""Aberrus, the Shadowed Crucible""]",100.0
Sterlingdual,Druid,7,7,0,0,2022-12-18,2021-04-18,"[""Castle Nathria"",""Vault of the Incarnates"",""Sanctum of Domination""]",100.0
Skystrike,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Zonjusha,DemonHunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Littlewomen,Mage,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Freshrune,DeathKnight,201,201,0,0,2024-11-25,2021-07-28,"[""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Sanctum of Domination"",""Castle Nathria"",""Blackrock Depths"",""Amirdrassil, the Dream's Hope"",""Sepulcher of the First Ones"",""Nerub-ar Palace""]",100.0
Gnomslayer,Rogue,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Vôìd,Warlock,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Ciapanqulo,DemonHunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Haliya,Hunter,2,2,0,0,2022-08-15,2022-05-16,"[""Sanctum of Domination"",""Sepulcher of the First Ones""]",100.0
Nirvash,Paladin,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Breochar,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Mechanose,DeathKnight,1,1,0,0,2022-08-31,2022-08-31,"[""Sanctum of Domination""]",100.0
Michipe,Monk,4,4,0,0,2023-11-27,2023-11-15,"[""Amirdrassil, the Dream's Hope""]",100.0
Psei,Priest,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Shambolance,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Zethrock,Warlock,1,1,0,0,2021-03-28,2021-03-28,"[""Castle Nathria""]",100.0
Frostyk,Mage,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Monsterkuk,DemonHunter,10,10,0,0,2025-11-23,2024-05-29,"[""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine"",""Amirdrassil, the Dream's Hope""]",100.0
Jâdé,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Synthôras,Druid,1,1,0,0,2021-04-14,2021-04-14,"[""Castle Nathria""]",100.0
Roapriest,Priest,44,44,0,0,2023-07-17,2021-02-14,"[""Castle Nathria"",""Aberrus, the Shadowed Crucible"",""Sanctum of Domination""]",100.0
Kræft,DemonHunter,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Pellebiskop,Priest,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Pipsy,Priest,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Elariesiel,Rogue,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Arkidda,Druid,3,3,0,0,2023-06-04,2023-05-21,"[""Aberrus, the Shadowed Crucible""]",100.0
Demonhu,DemonHunter,1,1,0,0,2025-09-14,2025-09-14,"[""Manaforge Omega""]",100.0
Iustitiæ,Warrior,177,177,0,0,2026-01-26,2023-01-25,"[""Aberrus, the Shadowed Crucible"",""Liberation of Undermine"",""Vault of the Incarnates"",""Nerub-ar Palace"",""Blackrock Depths"",""Manaforge Omega"",""Amirdrassil, the Dream's Hope""]",100.0
Pará,Paladin,1,1,0,0,2021-03-28,2021-03-28,"[""Castle Nathria""]",100.0
Elpys,Mage,2,2,0,0,2024-04-29,2024-04-24,"[""Vault of the Incarnates""]",100.0
Corpor,Mage,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Fíní,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Doslashi,DemonHunter,1,1,0,0,2024-10-02,2024-10-02,"[""Nerub-ar Palace""]",100.0
Vécseykarcsi,DeathKnight,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Mellomage,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Yearningwar,Warrior,5,5,0,0,2025-03-16,2024-09-15,"[""Nerub-ar Palace"",""Liberation of Undermine""]",100.0
Icemeister,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Wexé,Druid,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Rôwelly,Priest,1,1,0,0,2023-02-26,2023-02-26,"[""Vault of the Incarnates""]",100.0
Nakhi,Priest,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Kalshiro,Druid,3,3,0,0,2025-10-06,2025-09-24,"[""Manaforge Omega""]",100.0
Wunderwalker,Monk,1,1,0,0,2024-09-15,2024-09-15,"[""Nerub-ar Palace""]",100.0
Rowelly,Mage,20,20,0,0,2023-04-12,2023-02-22,"[""Vault of the Incarnates""]",100.0
Alturiak,Shaman,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Alexmae,Priest,12,12,0,0,2026-01-26,2021-08-15,"[""Manaforge Omega"",""Blackrock Depths"",""Sanctum of Domination"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace""]",100.0
Kurev,Mage,1,1,0,0,2021-09-15,2021-09-15,"[""Sanctum of Domination""]",100.0
Khrylx,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Pangbruden,Hunter,79,79,0,0,2024-01-08,2021-01-25,"[""Sanctum of Domination"",""Amirdrassil, the Dream's Hope"",""Castle Nathria"",""Aberrus, the Shadowed Crucible""]",100.0
Crazydemon,DemonHunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Paràlyze,Rogue,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Medoyssa,DemonHunter,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Naxxio,Warrior,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Slemsäck,DeathKnight,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Finxsya,Mage,1,1,0,0,2025-03-09,2025-03-09,"[""Liberation of Undermine""]",100.0
Tazae,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
nil,Hunter,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Dustfangs,Druid,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Roamonk,Monk,23,23,0,0,2021-09-13,2021-02-07,"[""Mythic+ Seasons 1 - 3"",""Sanctum of Domination"",""Castle Nathria""]",100.0
Shammysmash,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Benfarmer,Druid,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Jadeñ,Warlock,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Gozpriest,Priest,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Velanidis,Druid,1,1,0,0,2021-08-08,2021-08-08,"[""Sanctum of Domination""]",100.0
Fettywapp,Warrior,1,1,0,0,2024-01-07,2024-01-07,"[""Amirdrassil, the Dream's Hope""]",100.0
Trabellchen,Priest,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Maldax,DemonHunter,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Anunak,Monk,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Павшийдк,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Midi,DeathKnight,1,1,0,0,2022-08-24,2022-08-24,"[""Castle Nathria""]",100.0
Tazzdinga,Rogue,2,2,0,0,2021-07-12,2021-07-12,"[""Sanctum of Domination""]",100.0
Lyonbloody,DeathKnight,1,1,0,0,2024-05-29,2024-05-29,"[""Amirdrassil, the Dream's Hope""]",100.0
Rizzardofoz,Mage,1,1,0,0,2024-12-29,2024-12-29,"[""Nerub-ar Palace""]",100.0
Gloomstrike,Rogue,1,1,0,0,2021-04-14,2021-04-14,"[""Castle Nathria""]",100.0
Curseddrood,Druid,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Lovistar,Paladin,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Yocrita,Rogue,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Flandreh,Priest,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Krigarenandy,Warrior,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Tetso,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Eliyu,Priest,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Скорпих,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Osyraa,Paladin,1,1,0,0,2022-03-02,2022-03-02,"[""Sepulcher of the First Ones""]",100.0
Slaybelle,Rogue,3,3,0,0,2025-04-16,2025-03-23,"[""Liberation of Undermine""]",100.0
Alpkorkmaz,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Daí,Warrior,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Frostlust,Mage,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Legendpal,Paladin,1,1,0,0,2025-03-25,2025-03-25,"[""Liberation of Undermine""]",100.0
Musamdi,Rogue,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Looziner,Warlock,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Everzz,Shaman,103,103,0,0,2024-02-12,2022-12-14,"[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates""]",100.0
Nokelock,Warlock,7,7,0,0,2023-07-05,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Morged,Druid,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Catfisting,DeathKnight,1,1,0,0,2024-10-02,2024-10-02,"[""Nerub-ar Palace""]",100.0
Noroku,Druid,10,10,0,0,2021-04-14,2021-03-28,"[""Castle Nathria""]",100.0
Tackomonk,Monk,7,7,0,0,2022-01-05,2021-12-01,"[""Sanctum of Domination""]",100.0
Labyrìnth,Monk,4,4,0,0,2024-11-24,2024-09-29,"[""Nerub-ar Palace""]",100.0
Kushina,DemonHunter,1,1,0,0,2023-11-20,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Roadruid,Druid,194,194,0,0,2023-12-20,2021-01-25,"[""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Sanctum of Domination"",""Vault of the Incarnates"",""Castle Nathria"",""Amirdrassil, the Dream's Hope""]",100.0
Sansimilia,Paladin,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Pewedp,Paladin,6,6,0,0,2022-05-16,2022-04-20,"[""Sepulcher of the First Ones""]",100.0
Vrgjl,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Wanners,DemonHunter,1,1,0,0,2024-09-15,2024-09-15,"[""Nerub-ar Palace""]",100.0
Fibre,Mage,11,11,0,0,2021-03-07,2021-01-31,"[""Castle Nathria""]",100.0
Cassiora,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Mercmage,Mage,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Gwynedd,Priest,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Seroq,Priest,1,1,0,0,2021-04-18,2021-04-18,"[""Castle Nathria""]",100.0
Aurýs,Druid,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Màze,DemonHunter,1,1,0,0,2026-01-26,2026-01-26,"[""Manaforge Omega""]",100.0
Sebsebblinks,Mage,1,1,0,0,2024-11-03,2024-11-03,"[""Nerub-ar Palace""]",100.0
Fiakos,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Bananjägare,DemonHunter,5,5,0,0,2024-01-07,2023-02-26,"[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible""]",100.0
Blakiles,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Alexmaev,Mage,2,2,0,0,2024-08-19,2024-04-29,"[""Vault of the Incarnates""]",100.0
Larssonhter,Hunter,42,42,0,0,2025-08-31,2021-01-25,"[""Castle Nathria"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",100.0
Mysstôgan,Rogue,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Bensbear,Druid,12,12,0,0,2025-07-02,2025-04-07,"[""Liberation of Undermine""]",100.0
Kitasun,Rogue,5,5,0,0,2022-03-16,2021-08-10,"[""Sepulcher of the First Ones"",""Sanctum of Domination""]",100.0
Sharkwave,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Klâusbärbel,Paladin,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Bsack,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Yakkun,Warrior,1,1,0,0,2024-10-02,2024-10-02,"[""Nerub-ar Palace""]",100.0
Пуджимару,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Dasel,DeathKnight,1,1,0,0,2021-02-28,2021-02-28,"[""Castle Nathria""]",100.0
Gkrekish,DeathKnight,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Prejunio,Priest,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Yevoo,Monk,4,4,0,0,2025-03-09,2023-02-26,"[""Vault of the Incarnates"",""Nerub-ar Palace"",""Liberation of Undermine""]",100.0
Nodruìd,Druid,1,1,0,0,2023-01-01,2023-01-01,"[""Vault of the Incarnates""]",100.0
Lunaeri,Druid,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Getsugas,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Exzik,Druid,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Zanamaseluta,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Rawmorg,Warrior,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Kaalki,Warrior,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Ethernallol,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Epitome,Paladin,1,1,0,0,2021-03-28,2021-03-28,"[""Castle Nathria""]",100.0
Lyonarise,Warrior,3,3,0,0,2026-01-20,2026-01-12,"[""Manaforge Omega""]",100.0
Kapucinn,Warlock,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Sevrog,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Gorgeoust,Paladin,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Palaktank,Paladin,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Ermÿ,Hunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Realnature,Druid,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Leiya,Warlock,1,1,0,0,2021-01-31,2021-01-31,"[""Castle Nathria""]",100.0
Smanste,Rogue,64,64,0,0,2024-11-20,2021-09-22,"[""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Sanctum of Domination"",""Sepulcher of the First Ones"",""Nerub-ar Palace""]",100.0
Kassawinn,Mage,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Êon,Monk,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Efonalti,Shaman,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Peevoke,Evoker,3,3,0,0,2024-09-29,2024-09-22,"[""Nerub-ar Palace""]",100.0
Deadstripper,DeathKnight,4,4,0,0,2021-02-24,2021-02-14,"[""Castle Nathria""]",100.0
Alodar,Warlock,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Happylazyguy,Hunter,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Moosehoose,Shaman,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Justinæ,Rogue,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Brazzershill,Shaman,57,57,0,0,2022-02-25,2021-07-21,"[""Sanctum of Domination""]",100.0
Mailie,Hunter,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Ákame,Rogue,1,1,0,0,2025-09-14,2025-09-14,"[""Manaforge Omega""]",100.0
Красауа,DemonHunter,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Nithemar,Paladin,1,1,0,0,2022-09-14,2022-09-14,"[""Castle Nathria""]",100.0
Sýk,Paladin,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Lamamage,Mage,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Jexalikon,Druid,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Kashee,Priest,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Healmommy,Priest,2,2,0,0,2024-01-07,2023-05-28,"[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",100.0
Sowet,Shaman,1,1,0,0,2022-02-22,2022-02-22,"[""Sanctum of Domination""]",100.0
Narith,Paladin,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Wahners,Rogue,45,45,0,0,2021-04-07,2021-01-25,"[""Castle Nathria""]",100.0
Xarlock,Warlock,1,1,0,0,2023-03-29,2023-03-29,"[""Vault of the Incarnates""]",100.0
Cálamíty,Mage,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Josey,DemonHunter,10,10,0,0,2023-12-18,2023-11-15,"[""Amirdrassil, the Dream's Hope""]",100.0
Yoshira,Hunter,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Artigkara,Rogue,1,1,0,0,2023-11-20,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Nikka,Mage,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Getfresh,Warrior,18,18,0,0,2024-11-20,2023-01-01,"[""Vault of the Incarnates"",""Nerub-ar Palace""]",100.0
Sköddsköddna,Hunter,7,7,0,0,2025-08-31,2025-05-04,"[""Manaforge Omega"",""Liberation of Undermine""]",100.0
Würschtli,Paladin,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Dududunga,Shaman,1,1,0,0,2021-08-29,2021-08-29,"[""Sanctum of Domination""]",100.0
Zixw,Warrior,2,2,0,0,2022-05-16,2022-03-07,"[""Sepulcher of the First Ones""]",100.0
Biwwy,Rogue,2,2,0,0,2023-01-01,2023-01-01,"[""Vault of the Incarnates""]",100.0
Horticulture,Druid,14,14,0,0,2024-09-22,2022-04-20,"[""Sanctum of Domination"",""Nerub-ar Palace"",""Castle Nathria"",""Sepulcher of the First Ones"",""Vault of the Incarnates""]",100.0
Lyoncursed,Warrior,3,3,0,0,2024-09-22,2024-08-19,"[""Nerub-ar Palace"",""Vault of the Incarnates""]",100.0
Zigzago,DeathKnight,1,1,0,0,2021-08-29,2021-08-29,"[""Sanctum of Domination""]",100.0
